no,author,comment,Sentiment_Score,Sentiment_Category,apiVersion,script,id,name,likelyGender,genderScale,score,probabilityCalibrated
218,infoponorogo,"@septianpamungkas.png iki mulai pakai karcis, nek sadurunge manualan akeh sing ora ta masaku apa kabeh mandaran? ??",4,Positive,namsor_api_2.0.30,LATIN,d6016591-aea7-4180-9a4c-853e9aa7555d,infoponorogo,male,-0.377713264,3.954005691,0.688856632
219,infoponorogo,@bgsskw okeeee kakak semangat??,-1,Negative,namsor_api_2.0.30,LATIN,58e49ef7-c948-43c2-ad5c-4bff30f5666f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
220,infoponorogo,"@fatkurphotography wis ora melu, saiki sing ngurusi kancane Roy karo anak buahe Agus Yayat??",6,Positive,namsor_api_2.0.30,LATIN,0bb1e8fc-a113-44e8-a4ec-9033ba45caa4,infoponorogo,male,-0.377713264,3.954005691,0.688856632
221,infoponorogo,Oke siaaap?????? nah ngono tertib??,6,Positive,namsor_api_2.0.30,LATIN,4b33e902-2dc6-4d3c-9353-360d7a95a767,infoponorogo,male,-0.377713264,3.954005691,0.688856632
222,nunu sgt,"Aq pilih elektronik ae min... wis males ngadepi jukir² sg diwei sewu ditampani, diwei rongewu ra dijujuli?? . Ayo pak dishub @dishubpng galakkan e-parkir aja",-6,Negative,namsor_api_2.0.30,LATIN,f29ad4e9-eb88-480f-a07c-db7809d4fd44,nunu sgt,female,0.354309279,3.133148305,0.677154639
223,infoponorogo,"@nunu.sgt okeee awakmu tim elektronik ya kak, ben tertib ya??",-2,Negative,namsor_api_2.0.30,LATIN,cc388394-b893-45da-8e5a-28b73649e0e7,infoponorogo,male,-0.377713264,3.954005691,0.688856632
224,fakhmiky,"Sek proses luurr jenenge perubahan jaman kabeh kudu siap dan beradaptasi, e-parkir sy sangat setuju disatu sisi jelas muaranya dan tdk ada pengentolan harga parkir??",2,Positive,namsor_api_2.0.30,LATIN,0c6367da-cd9d-4fe0-b751-2d56822400f7,fakhmiky,male,-0.05974153,0.454226424,0.529870765
225,ryssangpratama,"Minn , menawii dirimu ngerti , dalan ngarep omahku kokk di wenehi plang e DISHUB , kiro2 sementara opo selawase yaa minn ... Lokasi RSU MUHAMMADIYAH tambak bayan ngulon minn",-4,Negative,namsor_api_2.0.30,LATIN,e252ffcd-cf54-41db-8834-c34e0bde9a57,ryssangpratama,female,0.060295055,0.478149059,0.530147527
226,dilaga    ,@infoponorogo mending parkir manual tapi bayar e tetep 1000 di seluruh parkiran se kab  ponorogo,-2,Negative,namsor_api_2.0.30,LATIN,23399047-8ac5-4866-9f01-8b5af8c9ef7f,dilaga    ,male,-0.468811822,5.835475593,0.734405911
227,tofan ts,"Perlu di garis bawahi dan di tebali *Mengurangi Penghasilan*, ya klo memang niat pakai e-parking mbok iyo to jukir di bimtek, di latih, ben gak bingung.",2,Positive,namsor_api_2.0.30,LATIN,2542fb1f-1d9b-4383-bde5-12ec0e8c9833,tofan ts,male,-0.886913847,9.346481065,0.943456924
228,infoponorogo,@fakhmiky naaah ????benul.. wis jajal e-parkir durung kak? ??,0,Neutral,namsor_api_2.0.30,LATIN,974369f8-b217-4cf1-a80a-1a93765e3408,infoponorogo,male,-0.377713264,3.954005691,0.688856632
229,ryo shikamaru,"Mergone nek parkir eletronik, kertase ora iso dirubah 2000 jadi 3000 ??????",5,Positive,namsor_api_2.0.30,LATIN,72526c37-806e-408d-9b37-3e8da4e2e32d,ryo shikamaru,male,-0.703462355,7.319817264,0.851731177
230,ika jauhar,Enak pakai e parkir kayakny,5,Positive,namsor_api_2.0.30,LATIN,57d864e6-3d98-4353-a7d7-1c4046706bb3,ika jauhar,female,0.381906761,4.437493281,0.69095338
231,infoponorogo,@ryssangpratama mulai kapan kak pasange?,12,Positive,namsor_api_2.0.30,LATIN,17fcebd9-1486-41d5-946e-10e268c4e554,infoponorogo,male,-0.377713264,3.954005691,0.688856632
232,infoponorogo,"@dilaga_745 nah ngene jane ya masuk wae lur, tapi ya piye jare jalarane merga enek sing ngenthol barang ki komen dhuwur kunu mau.. gari gelem tertib tarife ora? ??",-3,Negative,namsor_api_2.0.30,LATIN,94bd06dd-271d-413d-98a0-517aed218ffc,infoponorogo,male,-0.377713264,3.954005691,0.688856632
233,ryssangpratama,"@infoponorogo kurang paham niku minn , sing jelas enjing jam2 8.an dereng kepasang , lhaa sonten niki wau kokk mpun entenn rambu stop s DISHUB",0,Neutral,namsor_api_2.0.30,LATIN,b9f9acf4-c152-40ce-aed5-b6b830a594e2,ryssangpratama,female,0.060295055,0.478149059,0.530147527
234,infoponorogo,"@tofan.ts kayane ya wis diwenehi lur, ya paling butuh waktu penyesuaian.. ya muga muga isa lancar lah..",-8,Negative,namsor_api_2.0.30,LATIN,59b796b2-1d02-4dbf-a5c6-8b31efebe3d1,infoponorogo,male,-0.377713264,3.954005691,0.688856632
235,infoponorogo,@ryo_shikamaru lhadalah iki anu nek iki??,2,Positive,namsor_api_2.0.30,LATIN,54ebf072-35f2-4024-a309-b04b509a1184,infoponorogo,male,-0.377713264,3.954005691,0.688856632
236,infoponorogo,@ika_jauhar siaaap.. awakmu tim elektronik ya kak? ????,-1,Negative,namsor_api_2.0.30,LATIN,bddde762-bb0d-4be0-b3b9-778ba095faa0,infoponorogo,male,-0.377713264,3.954005691,0.688856632
237, anandaayuu  ,"jane e-parkir i cocok e gae lahan seh enek tempat khusus parkir koyo mall, toserba utowo pasar, lek di peruntukan gae lahan parkir terbuka/pinggir ratan i kurang cocok soale mesti ribet, tp lek manual ya sek akeh jukir seh nakal. mboh lah bingung",-4,Negative,namsor_api_2.0.30,LATIN,36491e3c-5e11-47dc-8150-9c707dc73063, anandaayuu  ,male,-0.053859898,0.206436056,0.526929949
238,infoponorogo,@ryssangpratama rekayasa lalin kayane ya? Apa enek acara ning jalan alun alun sih lor iku ben lancar ngono..,-3,Negative,namsor_api_2.0.30,LATIN,766a848e-43fd-4a54-b8da-6edbb6b7fe82,infoponorogo,male,-0.377713264,3.954005691,0.688856632
239,infoponorogo,@_anandaayuu__ hooh sih bener... lhaaaa dadi awakmu tim manual apa parkir kak??,0,Neutral,namsor_api_2.0.30,LATIN,56417236-3c88-4309-80fa-3238230f938d,infoponorogo,male,-0.377713264,3.954005691,0.688856632
240,ryo shikamaru,"@infoponorogo tau ngerti to duit 2000, 2 ne dicoret dadi 3000 ??",1,Positive,namsor_api_2.0.30,LATIN,e9b19572-5ba2-40f5-8355-9ec1113f9332,ryo shikamaru,male,-0.703462355,7.319817264,0.851731177
241,infoponorogo,"@ryo_shikamaru tau tapi lali nggone, ngendi lur sing kaya ngono wi??",0,Neutral,namsor_api_2.0.30,LATIN,bb60f91b-fc0a-4b1c-830b-f326ad825149,infoponorogo,male,-0.377713264,3.954005691,0.688856632
242,abyanep,@nizarkurangturu_ @musyaffa_89 mbenjeng,-5,Negative,namsor_api_2.0.30,LATIN,75eb220e-b0fd-4612-a398-2e31d2ef9171,abyanep,male,-0.372906241,3.58494814,0.686453121
243,pfs 00 ,Enak E-Parking,0,Neutral,namsor_api_2.0.30,LATIN,a96c1c89-a2f3-46cf-9a6a-a03004b86417,pfs 00 ,male,-0.373890414,3.650667028,0.686945207
244,ika jauhar,@infoponorogo iyass??,-4,Negative,namsor_api_2.0.30,LATIN,187d7b58-e191-437f-a2b6-d7e5e0ed8d33,ika jauhar,female,0.381906761,4.437493281,0.69095338
245,musyaffa   ,@abyanep rodok bahaya lek Iki,-3,Negative,namsor_api_2.0.30,LATIN,3de61402-f305-4b75-9c67-b5b7231535fe,musyaffa   ,male,-0.412416812,5.125856168,0.706208406
246,infoponorogo,@ika_jauhar okai kak??,2,Positive,namsor_api_2.0.30,LATIN,144f16d9-b70a-4882-99cb-9d4d115948b1,infoponorogo,male,-0.377713264,3.954005691,0.688856632
247,infoponorogo,@abyanep awakmu tim apa kak manual apa elektronik??,0,Neutral,namsor_api_2.0.30,LATIN,ff8a1c36-69b4-4ccb-8b9c-f9e396feb42a,infoponorogo,male,-0.377713264,3.954005691,0.688856632
248,infoponorogo,@musyaffa_89 banaya piye kak??,4,Positive,namsor_api_2.0.30,LATIN,efe6493e-a277-4bc5-b2dc-a1c0a26e6add,infoponorogo,male,-0.377713264,3.954005691,0.688856632
249,infoponorogo,@al_wildd oke awakmu tim elektronik ya kak? Alesane apa kak? ??,-6,Negative,namsor_api_2.0.30,LATIN,0333cd65-f013-4ed0-9714-b94043236998,infoponorogo,male,-0.377713264,3.954005691,0.688856632
250,syahrulsatriaw,kono kono aturen penting ra mangan gapuro,1,Positive,namsor_api_2.0.30,LATIN,29935368-3ef6-41d4-b144-8fa03e7e2938,syahrulsatriaw,male,-0.33450438,2.84058594,0.66725219
251,nizarkurangturu ,@infoponorogo @abyanep iki lo min seng gaene parkir ng sekolah tapi lek mbayar mbenjeng mbenjeng ae,2,Positive,namsor_api_2.0.30,LATIN,d0f610cc-1ca6-409a-9788-9e80553a45ae,nizarkurangturu ,male,-0.070174327,0.936817318,0.535087163
252,infoponorogo,@syahrulsatriaw byuh gapura ngendi iki??dadi pilih manual apa eletronik no??,-7,Negative,namsor_api_2.0.30,LATIN,5b7db389-3181-4896-ab29-0554cd0027ac,infoponorogo,male,-0.377713264,3.954005691,0.688856632
253,musyaffa   ,@infoponorogo wes gaiso parkir liar neh min pak parkire??,15,Positive,namsor_api_2.0.30,LATIN,611f9ad7-72e2-4001-9b08-f88ec2023a12,musyaffa   ,male,-0.412416812,5.125856168,0.706208406
254,infoponorogo,@nizarkurangturu_ weh masa cash bon ????,0,Neutral,namsor_api_2.0.30,LATIN,6e2c748c-02c3-4085-8514-9885ac7c28c7,infoponorogo,male,-0.377713264,3.954005691,0.688856632
255,infoponorogo,@musyaffa_89 wehehe salah siji alesane enek e parkir kayane iku kak??,0,Neutral,namsor_api_2.0.30,LATIN,a985143c-d0ef-47b4-936c-0899a841725b,infoponorogo,male,-0.377713264,3.954005691,0.688856632
256,pfs 00 ,"@infoponorogo Iki sak eroh ku lo ya teko kuto sing wis ono E-parking. Gak ribet pembayarane soale g atek duwek, ngetap kartu, luwih higienis. Luwih tertib pembayarane soale tertera area ne. Ugo tukang parkir penghasilane luwih iso dijagakno, soale digaji/bln. Aku paham karepe, Podo² enake antara Awake dewe pemakai jasa parkir, jukir  lan pemkab. Masalahe saiki, PONOROGO  wis siap tah gawe ngelaksanakno???. Sosialisasi opo wis masyarakat kabeh ngerti???. Gawe rambu ae dadak sik ngenteni kejadian, Marka jalan akeh sing durung dibenah (Garis hilang/pudar). Owalah... Ojo grusa grusu..!!!..",-7,Negative,namsor_api_2.0.30,LATIN,558e185a-3665-4411-abbe-2e3bb1759fa2,pfs 00 ,male,-0.373890414,3.650667028,0.686945207
257,ragasugeng  ,@infoponorogo agus yayat kecekel silop min,0,Neutral,namsor_api_2.0.30,LATIN,b940a1e9-3156-49eb-9500-2f96121061ac,ragasugeng  ,male,-0.05622024,0.304704145,0.52811012
258,mast echooooooo,Panggah penak manual ???? sat set ...,2,Positive,namsor_api_2.0.30,LATIN,09672ed1-dc15-41ea-8e29-b0ea8ea84389,mast echooooooo,male,-0.363774512,3.315245709,0.681887256
259,infoponorogo,@ragasugeng88 hooh kan parkiran enek 2 panggon siji dicekel kancane roy sijine dicekel anak buahe gawane Agus,0,Neutral,namsor_api_2.0.30,LATIN,a922cc0f-c5a3-46ce-88ee-a227800a35b2,infoponorogo,male,-0.377713264,3.954005691,0.688856632
260,infoponorogo,@infoponorogo ????,5,Positive,namsor_api_2.0.30,LATIN,63d46795-565a-4385-8351-091ebff39320,infoponorogo,male,-0.377713264,3.954005691,0.688856632
261,infoponorogo,@mast_echooooooo okeee awakmu tim manual ya lur??,1,Positive,namsor_api_2.0.30,LATIN,4879df21-4362-4a68-827e-c8f9c87fe2b0,infoponorogo,male,-0.377713264,3.954005691,0.688856632
262,infoponorogo,"@al_wildd naaaaah iku sik uji coba, bakale dievaluasi sik??",5,Positive,namsor_api_2.0.30,LATIN,6acebe52-8235-4fb3-aaa3-6d1d4bff6a4f,infoponorogo,male,-0.377713264,3.954005691,0.688856632
263,febrybiwara,"Eh sik sik kok pengahasilane kurang ya,,bukane wes digaji to min..kok kurang paham ak",-1,Negative,namsor_api_2.0.30,LATIN,9a7b58fd-0e42-4cab-b566-26f084ad3572,febrybiwara,male,-0.061783756,0.5431818,0.530891878
264,infoponorogo,@febrybiwara lha kuwi sik uji coba lak sik bagi hasil kayane,0,Neutral,namsor_api_2.0.30,LATIN,928c0b3d-b50f-4bf0-8a82-49d2dc590ffb,infoponorogo,male,-0.377713264,3.954005691,0.688856632
265,mosya  0,"Penak ke nk parkir Ra sah bayar...trus jukire digaji pemerintah ngono ,,????????",-5,Negative,namsor_api_2.0.30,LATIN,53c43447-8e6c-4943-b939-05e8abd5be42,mosya  0,female,0.489932211,5.963836285,0.744966105
266,rmzlahmad dr,Min..kalau mau lapor ttg pembangunan jalan didesa saya gmna ya min..saya tinggal di sawoo. Cuma desa saya aja yg gak di bangun jalan nya. Desa lain sudah dbangun semua..,3,Positive,namsor_api_2.0.30,LATIN,913e942a-4709-472f-a622-eeb20000902a,rmzlahmad dr,male,-0.37756721,3.940642672,0.688783605
267,mast echooooooo,@infoponorogo  aq bolone tukang parkir ????,7,Positive,namsor_api_2.0.30,LATIN,24892d32-4e1c-4cff-a20c-301c68e9f377,mast echooooooo,male,-0.363774512,3.315245709,0.681887256
268,tatik mujiarti,"kalo bisa di persulit kenapa harus di permudah ??, auk ah elap",1,Positive,namsor_api_2.0.30,LATIN,b3df88f6-11d3-44e4-93c4-b6a396bf83a2,tatik mujiarti,female,0.325450418,2.741539292,0.662725209
269,ramangabdulazis,Kampungan ??,4,Positive,namsor_api_2.0.30,LATIN,2d3dff10-334a-4857-aca5-8e2ca4a32140,ramangabdulazis,male,-0.336565729,2.864406296,0.668282864
270,marissasr ,@alistaavs bos berek,5,Positive,namsor_api_2.0.30,LATIN,218b1e42-a42f-43f8-aa79-d1ae5136026a,marissasr ,male,-0.076678042,1.158795438,0.538339021
271,andika dbh,"Teknologi melebihi akal sehat, 2023 ngurus surat2 nek kantor deso ae kon foto copy E-KTP kog parkir pake ELEKTRONIC @ponorogo.update",0,Neutral,namsor_api_2.0.30,LATIN,340314f9-7749-4954-8c2f-3b3c876d35ee,andika dbh,male,-0.064967267,0.686310084,0.532483633
272,ragiel mangku langit,Mugo ae nek khilangan di tmpt parkir bisa di ganti 100% hehe,0,Neutral,namsor_api_2.0.30,LATIN,8404f5fe-be10-4bb9-b59a-79b0936ba073,ragiel mangku langit,male,-0.76278651,7.808894387,0.881393255
273,arin    ,Maleh gk minat dolan rno min .  @ponorogo.update,0,Neutral,namsor_api_2.0.30,LATIN,8b25789f-1d12-440a-a932-2a02ac73abb7,arin    ,female,0.057513195,0.359128998,0.528756598
274,herysusantu,Ngurusi urusan sing gak urgent,1,Positive,namsor_api_2.0.30,LATIN,49d79c8e-74ba-4ae3-920b-9b3e743a04aa,herysusantu,female,0.059066282,0.425214368,0.529533141
275,nadflix jv,r ndwe e money,13,Positive,namsor_api_2.0.30,LATIN,9d5d2b9c-f480-4571-821b-73b62a8423a2,nadflix jv,male,-0.419522012,5.228987056,0.709761006
276,optik tasikmalaya,Lama lama kembali lagi ke manual,5,Positive,namsor_api_2.0.30,LATIN,6869c3aa-bd35-43a1-b7f4-c58abb919156,optik tasikmalaya,male,-0.404365985,4.949267387,0.702182992
277,erikwahyudy,Semangatt ??,14,Positive,namsor_api_2.0.30,LATIN,b94b259d-0c7c-4bd3-88f6-f1c997cfbc52,erikwahyudy,male,-0.146214134,1.407634729,0.573107067
278,eline xiandhia,@yogiiprapmito nah tu dia.... ??????????? klo ga ditindak lanjutin ga adil kan,-3,Negative,namsor_api_2.0.30,LATIN,0d5e2ffd-d889-497d-80ba-0615f34bd2d0,eline xiandhia,female,0.700084914,7.297414887,0.850042457
279,hanifahlayli,Aku luweh ikhlas duit sewu rongewu nggeh kang parkir. Tinimbang diakali wong nduwuran sing eneeeng ae carane gawe proposal alat e-parkir ben amrih cair dana ne. ?????????,0,Neutral,namsor_api_2.0.30,LATIN,3bce776a-f671-46ae-ad77-e4d99cf6762d,hanifahlayli,female,0.058829129,0.415067392,0.529414565
280,zazux yeye,Pendapatku tetep penak parkir gratis.,-4,Negative,namsor_api_2.0.30,LATIN,fed768d8-4e9b-47f3-912f-a1eec6010289,zazux yeye,male,-0.082460823,1.178232065,0.541230411
281,dikaambarani baru tahun  000,Alhamdulilah Semangat Gak Belum Bayar E_Parking Mulai kalo ada baiklah Boleh Lihat Siapa Itu Terus Lama lama banyak Terimakasih Waalaikumsalam,0,Neutral,namsor_api_2.0.30,LATIN,897ad1d7-fc37-4c7e-91e1-31e52ac5a996,dikaambarani baru tahun  000,male,-0.385343589,4.59677063,0.692671794
282,adityaanakbaik ,Nyuen nyuen i lakon,0,Neutral,namsor_api_2.0.30,LATIN,d1aa27ea-afc6-4fc6-a47b-bc4f1729a043,adityaanakbaik ,male,-0.360007108,3.23905866,0.680003554
283,humairasyaharani,Pendapat ku apik lor mergo ben ora hasil dr prkir bisa langsng disetor ne nge apbd ngo bangun2 op kono ben ponorogo luweh maju dlm segla hal,0,Neutral,namsor_api_2.0.30,LATIN,dc950b7a-ec86-4365-9b08-34f47c6fe9de,humairasyaharani,male,-0.074009546,1.14023037,0.537004773
284,ari plastik,"Tuku alat modern bisa, jalanan berlubang nambal gak bisa. ??",1,Positive,namsor_api_2.0.30,LATIN,b00655ba-c666-4efc-b442-c9e84d8cb44b,ari plastik,male,-0.380471123,4.245359342,0.690235562
285,alistaavs,@marissasr_  ebesss,-10,Negative,namsor_api_2.0.30,LATIN,daf20689-0630-4ecc-84a4-8c893204c987,alistaavs,male,-0.221457117,1.727882064,0.610728558
286,rudhie xa,@verane_imam dadi netizen tenan saki wani ngritik.wkwk,-5,Negative,namsor_api_2.0.30,LATIN,fad8926b-98e6-49af-9f42-d01753fb520a,rudhie xa,male,-0.580026588,6.550514467,0.790013294
287,verane imam,"@rudhie_xa ???? lawong pegel lo aku mas,",5,Positive,namsor_api_2.0.30,LATIN,30098357-4657-4fff-b0d5-e8f56c34ad20,verane imam,female,0.437573274,5.55116948,0.718786637
288,rudhie xa,@verane_imam lanjutkan ??,11,Positive,namsor_api_2.0.30,LATIN,ae10797d-5f1d-4c6b-9975-6d7d4e09239f,rudhie xa,male,-0.580026588,6.550514467,0.790013294
289,didik wijaya,"kokean tetek bengek ra karu""an... kok sek menak jaman bien rono rene cepet.... ora macet ora ubeng""an",-4,Negative,namsor_api_2.0.30,LATIN,acea5657-cc04-4031-b19f-491d3149e7f9,didik wijaya,male,-0.570867351,6.505687968,0.785433675
290,regytaaprylia,@yogiiprapmito parkir gacoan sih uanehhhhh muesti ga enek uang kembalian muesti ??,-5,Negative,namsor_api_2.0.30,LATIN,69fd70a6-8dff-4a65-b188-4df4e7910032,regytaaprylia,female,0.07077813,0.967586403,0.535389065
291,ekomentaro,"@verane_imam 2000py,akeh kae sing 5000/10000",1,Positive,namsor_api_2.0.30,LATIN,96fc987a-eb69-4d54-a354-7dbbe81507b4,ekomentaro,male,-0.306211443,2.555872854,0.653105721
292,ekomentaro,"@mutiaraya__ lahan kusus,ne kota lahane kusus rodok angel,kakean omah dll,gelem py parkir Ombo neng lapangan kodim,trs acarane neng alun2??????",5,Positive,namsor_api_2.0.30,LATIN,dc37be22-7678-4b7e-a136-7e463140e13c,ekomentaro,male,-0.306211443,2.555872854,0.653105721
293,verane imam,@ekomentaro yoo diomongii aturane 1000 lo pak . Nek gak ngnu karo muleh butuhw diwei 5000 . Masaku ket jaman disek yo tekan 5000 parkire .,0,Neutral,namsor_api_2.0.30,LATIN,877bc0bc-39df-42e4-936e-bcb6f165eb0a,verane imam,female,0.437573274,5.55116948,0.718786637
294,ekomentaro,"@add_zim kesel ngangkuti,ngko biaya neh,tukang angkut2",0,Neutral,namsor_api_2.0.30,LATIN,508611fa-99fb-4c0e-a81a-deffcea99e15,ekomentaro,male,-0.306211443,2.555872854,0.653105721
295,ekomentaro,"@verane_imam diomongi jawabe(lione Yo limang ewu,lak Ra gelem bayar,Ojo parkir ne kene)py trusan",1,Positive,namsor_api_2.0.30,LATIN,a6783343-9a16-4780-b71d-3f363d0c779f,ekomentaro,male,-0.306211443,2.555872854,0.653105721
296,verane imam,@ekomentaro 5000 kan jga tidak setiap hari mungkin pas waktu ada acara . Nek sya yo maklum wong trah gowo mobil / motor tak lempit yo gk kenek mas . ?? maaf hnya berpendat,13,Positive,namsor_api_2.0.30,LATIN,f55dfa4e-34a7-4b1f-9d64-5d43e111fb40,verane imam,female,0.437573274,5.55116948,0.718786637
297,verane imam,@verane_imam berpendapat,-1,Negative,namsor_api_2.0.30,LATIN,cb7d49d4-c75f-4d05-a760-a410e5e74425,verane imam,female,0.437573274,5.55116948,0.718786637
298,ekomentaro,"@verane_imam aji mumpung to Mak,trs gunane perda(bisa diubah trgantung sikon)gt to",0,Neutral,namsor_api_2.0.30,LATIN,693f5fd0-e7d9-4376-9128-c2af960ad2d6,ekomentaro,male,-0.306211443,2.555872854,0.653105721
299,verane imam,@ekomentaro trus selama ini kemana saja mas aturan perda itu sudh lama tapii kenapa masih di urus sekrg . Percuma kalau kita parkirnya dilahan pemilik cnth didalam pizza hut apa iya mau bilang aturan perda la kalau yang punya lahan la ini tempatku lo mas sya yo bayar pajak  Koyo gk ngerti wong ponrogo ae mas . Ibarat akua hari biasa 2000 aji mumpung kadang yo didol 5000 . ????,2,Positive,namsor_api_2.0.30,LATIN,5989e3de-cc76-40bd-aea7-85578ced673d,verane imam,female,0.437573274,5.55116948,0.718786637
300,ekomentaro,"@verane_imam tujuan dr postingan Iki mau Yo iku(e_parkir)utk LBH menertibkan parkir,JD jgn mikire(Halah mandak rong ewu ae kok,La 2000 x Lo,opo neh sing 5000 x,brapa kali lipat ....sdgkan yg kekota itu ora mesti arep ne alun2 tok,kadang arep tuku klambi(PO neh pas bodo)dilok neng toko A,toko B,toko C,neng alun2(Mergo gak cocok pakiane/piliane dll)La kui ws muni Lo parkire,kadang mulih Sik rung oleh opo sing digoleki,muk bayar2 pkr aja..??????????",-6,Negative,namsor_api_2.0.30,LATIN,a9bdf0c5-be72-4be4-880f-995d19160fd8,ekomentaro,male,-0.306211443,2.555872854,0.653105721
301,verane imam,"@ekomentaro e parkingo yo tetep mbayar mas . ?? marai ya iku lo mas fikirane wong bedo bedo mas . Pomokno ke tok a b c d sampek z urung temu bajune yo tetep bayar 1000 peng, intine dilempit mawon mas kendraane ????",0,Neutral,namsor_api_2.0.30,LATIN,2995ab92-7d1d-44c3-91a8-210e60d8a2a2,verane imam,female,0.437573274,5.55116948,0.718786637
302,irvanwahyuuu ,Pake e-money aja tinggal tap gitu kan enak atau bisa pakai qr code,1,Positive,namsor_api_2.0.30,LATIN,642670e7-4367-4094-be3d-ab24732ee4bd,irvanwahyuuu ,male,-0.33576868,2.855135792,0.66788434
303,ekomentaro,"@verane_imam loh,La Ra byr Ki py,????dg eparkir,(mungkin akan LBH trtib lagi,lak bayar 2000 Yo 2000,Krn wis dideteksi Ama mesin tsb(mungkin Lo ya????",6,Positive,namsor_api_2.0.30,LATIN,a001b968-7037-4bde-b5b0-342774d40abd,ekomentaro,male,-0.306211443,2.555872854,0.653105721
304,verane imam,@ekomentaro ???? belum tentu mas . Merka yang punya lahan sendiri yo bisa mengUPkan biaya parkir lo. Contoh hari raya poper . Luwes . Pcc itu semua punya lahan sendiri . Ya kalau mereka juga aji mumpung ???? intinya smga dilncarkan riskinya semua bisa sedekah lewat parkir 1000 rupiah . daripada diwehne wong nga**n ngnu diwei 1000 sek nesu parkir 2000 ora mbok wei susuk mesti muni matursuwun opo meneh seng mbok wei mbah mbah tuwk mesti ditambah ngantos ngatos mas mbak .,1,Positive,namsor_api_2.0.30,LATIN,87254f50-6d05-4ddb-a110-6a36d7f60e48,verane imam,female,0.437573274,5.55116948,0.718786637
305,noxers noxx,Laah lah tonggo ku ngono kok an,0,Neutral,namsor_api_2.0.30,LATIN,bbf3f355-5283-4636-912c-57c8a4feb31c,noxers noxx,male,-0.068659312,0.861363007,0.534329656
306,dicko armadona  ,Cocok,-2,Negative,namsor_api_2.0.30,LATIN,5b607acf-ba8d-41f8-8c93-7270e70ee5ec,dicko armadona  ,male,-0.345525623,2.987671575,0.672762812
307,sate gule kambing bhayangkara,Alun alun juga ya d kasih e parkir,5,Positive,namsor_api_2.0.30,LATIN,027a9a02-b603-4942-9ac4-d9e903bcedb7,sate gule kambing bhayangkara,female,0.049187081,0.014342003,0.52459354
308,ekomentaro,"@verane_imam yg punya lahan ndiri kok dibahas,kn yg dbhas td ttg etilang,ya jls yg ada hubnya dg Pemda Wak,misalnya Yo parkir ne jln hos/alun2,",-2,Negative,namsor_api_2.0.30,LATIN,f05c5d53-e3c3-4827-8469-8de6d287bada,ekomentaro,male,-0.306211443,2.555872854,0.653105721
309,noismaaa,@ekomentaro sepemikiran???? request diluar nalar bmkg,-7,Negative,namsor_api_2.0.30,LATIN,ba435e85-0aab-4d32-85e1-b0f321bd1968,noismaaa,female,0.049539952,0.028794776,0.524769976
310,noismaaa,"@awang_medyna10 anu e mas parkir ng lapangan nko mlaku ng gon tujuan e puenak ???? requestmu diluar nalar bmkg, lahan e ndak ono full omah",0,Neutral,namsor_api_2.0.30,LATIN,24a37140-5377-45d7-87a6-81f476fd12c3,noismaaa,female,0.049539952,0.028794776,0.524769976
311,triendahokta,"@yogiiprapmito setuju,opo meneh sing gaene blojo bahan kadang toko satu & satune kosong pindah toko liyane,sik kas sak nyuk an ae parkir padahal barang sing di goleki durung oleh??",-1,Negative,namsor_api_2.0.30,LATIN,de854f8f-3059-481d-b72c-99db85a1ba2f,triendahokta,female,0.049165458,0.013456452,0.524582729
312,yunizu  ,"@yogiiprapmito rasa"" nya mau pindah negara??, tapi gimana caranya??",0,Neutral,namsor_api_2.0.30,LATIN,3b6a0ebb-2af6-46cb-b37d-d88b463833cd,yunizu  ,female,0.050713671,0.076897536,0.525356835
313,chandraperdanputra,@mutiaraya__ dari pada ribet komen ndk msuknakal mending diam saja.,0,Neutral,namsor_api_2.0.30,LATIN,98081db2-e3a2-4343-a18d-a88c4773620d,chandraperdanputra,female,0.060699483,0.495712867,0.530349742
314,hr kenn,sui sui kno E Toilet barang iki ngko??,3,Positive,namsor_api_2.0.30,LATIN,caa1c4e5-4976-48c5-a9f6-7a391d45efec,hr kenn,male,-0.400141828,4.859764765,0.700070914
315,nabilaputri 0  ,@hallondhy mbok ngono Ojo bawa uang banyak2 mbk di siap in 2ribu aja,-9,Negative,namsor_api_2.0.30,LATIN,7f85e40e-8eb9-40fb-8298-f8964332f3e9,nabilaputri 0  ,female,0.150713445,1.425045986,0.575356723
316,istaurini  ,Fungsi trotoar untuk pejalan kaki mana pak  kok semua angkringan,9,Positive,namsor_api_2.0.30,LATIN,39b2b6eb-d5f4-4c50-a69c-acd9892aba45,istaurini  ,female,0.067411182,0.800899163,0.533705591
317,sugenghidayat  ,Jukir jenenge berek ngasi bingung kwi Lo..diwarai ngasi Isa.. ????,3,Positive,namsor_api_2.0.30,LATIN,d0dde2eb-21cf-405d-b75b-0c370d8f20a0,sugenghidayat  ,male,-0.261441979,2.129463954,0.63072099
318,algaaarion,Bayare tetep gae tunai min?,-4,Negative,namsor_api_2.0.30,LATIN,285cd42a-56e5-4fbc-bd21-7b9270f480e4,algaaarion,male,-0.269559361,2.229729887,0.634779681
319,srimaharani   0,Maar nih melenceng dari topik info obat penghilang strechmark???,0,Neutral,namsor_api_2.0.30,LATIN,06a5616b-8da7-4467-bb6b-dc48ebb3a98b,srimaharani   0,female,0.115846603,1.294623639,0.557923301
